user_id,conversion_propensity_score,converted,user_segment,archetype,propensity_rank,propensity_decile,avg_score_in_segment,running_conv_rate_pct
U01694,99,0,High,Champion,1,1,90.36,45.83
U01712,99,1,High,Champion,1,1,90.36,46.04
U01834,99,0,High,Champion,1,1,90.36,45.86
U00082,99,1,High,Champion,1,1,90.36,43.91
U00178,99,0,High,Champion,1,1,90.36,43.77
U01476,99,0,High,Champion,1,1,90.36,43.63
U00580,99,0,High,Champion,1,1,90.36,42.94
U01295,99,0,High,Champion,1,1,90.36,42.81
U01966,99,1,High,Champion,1,1,90.36,42.99
U01640,99,0,High,Champion,1,1,90.36,42.01
U01164,99,1,High,Champion,1,1,90.36,42.05
U01664,99,0,High,Champion,1,1,90.36,41.93
U00181,99,0,High,Champion,1,1,90.36,41.3
U00320,99,1,High,Champion,1,1,90.36,41.46
U01053,99,1,High,Champion,1,1,90.36,41.42
U01069,99,1,High,Champion,1,1,90.36,41.58
U00806,99,0,High,Champion,1,1,90.36,41.73
U00940,99,1,High,Champion,1,1,90.36,41.88
U01645,99,0,High,Champion,1,1,90.36,41.77
U00640,99,1,High,Champion,1,1,90.36,42.43
U00705,99,0,High,Champion,1,1,90.36,42.33
U01082,99,1,High,Champion,1,1,90.36,42.47
U01002,99,1,High,Champion,1,1,90.36,42.96
U01232,99,1,High,Champion,1,1,90.36,43.1
U00704,99,0,High,Champion,1,1,90.36,42.37
U01679,99,0,High,Champion,1,1,90.36,41.54
U01812,99,1,High,Champion,1,1,90.36,41.67
U01062,99,1,High,Champion,1,1,90.36,41.27
U01647,99,1,High,Champion,1,1,90.36,41.39
U00728,99,1,High,Champion,1,1,90.36,41.58
U00998,99,1,High,Champion,1,1,90.36,41.7
U01701,99,0,High,Champion,1,1,90.36,41.62
U01747,99,0,High,Champion,1,1,90.36,41.54
U00942,99,0,High,Champion,1,1,90.36,41.35
U01764,99,1,High,Champion,1,1,90.36,41.46
U01904,99,0,High,Champion,1,1,90.36,41.38
U00210,99,1,High,Champion,1,1,90.36,41.81
U00465,99,1,High,Champion,1,1,90.36,41.92
U01008,99,1,High,Champion,1,1,90.36,41.77
U01087,99,1,High,Champion,1,1,90.36,41.79
U01354,99,0,High,Champion,1,1,90.36,41.71
U01956,99,0,High,Champion,1,1,90.36,41.64
U00694,99,1,High,Champion,1,1,90.36,41.71
U00767,99,0,High,Champion,1,1,90.36,41.64
U00656,99,0,High,Champion,1,1,90.36,41.33
U01321,99,1,High,Champion,1,1,90.36,41.43
U00742,99,0,High,Champion,1,1,90.36,41.28
U01371,99,1,High,Champion,1,1,90.36,41.38
U00792,99,0,High,Champion,1,1,90.36,40.84
U00726,99,1,High,Champion,1,1,90.36,41.39
U01579,99,0,High,Champion,1,1,90.36,41.32
U01314,99,1,High,Champion,1,1,90.36,41.31
U01921,99,1,High,Champion,1,1,90.36,41.41
U01929,99,0,High,Champion,1,1,90.36,41.06
U01355,99,0,High,Champion,1,1,90.36,40.92
U01362,99,0,High,Champion,1,1,90.36,40.85
U00732,99,1,High,Champion,1,1,90.36,40.78
U00809,99,1,High,Champion,1,1,90.36,40.87
U00812,99,0,High,Champion,1,1,90.36,40.76
U01810,99,0,High,Champion,1,1,90.36,40.7
U00006,99,1,High,Champion,1,1,90.36,41.03
U00984,99,1,High,Champion,1,1,90.36,41.11
U01201,99,0,High,Champion,1,1,90.36,41.05
U00102,99,0,High,Champion,1,1,90.36,41.12
U01996,99,0,High,Champion,1,1,90.36,40.34
U00026,99,1,High,Champion,1,1,90.36,40.31
U00240,99,0,High,Champion,1,1,90.36,40.25
U01843,99,0,High,Champion,1,1,90.36,39.97
U01858,99,0,High,Champion,1,1,90.36,39.92
U00258,99,0,High,Champion,1,1,90.36,40.14
U01404,99,1,High,Champion,1,1,90.36,40.22
U01767,99,0,High,Champion,1,1,90.36,40.16
U00448,99,0,High,Champion,1,1,90.36,40.16
U01238,99,1,High,Champion,1,1,90.36,40.24
U01672,99,0,High,Champion,1,1,90.36,40.19
U01773,99,0,High,Champion,1,1,90.36,40.13
U01528,99,0,High,Champion,1,1,90.36,40.23
U00047,99,0,High,Champion,1,1,90.36,40.0
U01273,99,0,High,Champion,1,1,90.36,39.95
U00246,99,1,High,Champion,1,1,90.36,39.88
U01650,99,1,High,Champion,1,1,90.36,39.81
U00019,99,0,High,Champion,1,1,90.36,39.88
U01567,99,1,High,Champion,1,1,90.36,39.95
U01351,99,1,High,Champion,1,1,90.36,39.98
U01492,99,1,High,Champion,1,1,90.36,40.05
U00710,99,1,High,Champion,1,1,90.36,39.91
U00758,99,1,High,Champion,1,1,90.36,39.98
U00888,99,1,High,Champion,1,1,90.36,40.05
U00164,99,1,High,Champion,1,1,90.36,39.95
U00952,99,0,High,Champion,1,1,90.36,39.91
U00281,99,1,High,Champion,1,1,90.36,40.0
U00464,99,1,High,Champion,1,1,90.36,39.96
U00858,99,1,High,Champion,1,1,90.36,40.04
U00677,99,1,High,Champion,1,1,90.36,40.0
U00424,99,1,High,Champion,1,1,90.36,39.94
U01880,99,1,High,Champion,1,1,90.36,40.0
U00471,99,0,High,Champion,1,1,90.36,40.0
U01156,99,0,High,Champion,1,1,90.36,39.96
U00419,99,1,High,Champion,1,1,90.36,39.81
U00532,99,0,High,Champion,1,1,90.36,39.77
U00711,99,1,High,Champion,1,1,90.36,39.84
U00939,99,1,High,Champion,1,1,90.36,40.12
U01361,99,0,High,Champion,1,1,90.36,40.08
U00012,99,0,High,Champion,1,1,90.36,39.9
U01809,99,0,High,Champion,1,1,90.36,39.55
U00144,99,0,High,Champion,1,1,90.36,39.34
U01472,99,1,High,Champion,1,1,90.36,39.37
U01778,99,1,High,Champion,1,1,90.36,39.43
U01600,99,1,High,Champion,1,1,90.36,39.74
U00641,99,1,High,Champion,1,1,90.36,39.68
U01707,99,0,High,Champion,1,1,90.36,39.65
U01962,99,1,High,Champion,1,1,90.36,39.15
U01398,99,0,High,Champion,1,1,90.36,38.81
U01677,99,1,High,Champion,1,1,90.36,38.86
U01073,99,0,High,Champion,1,1,90.36,38.91
U01516,99,0,High,Champion,1,1,90.36,38.88
U00176,99,1,High,Champion,1,1,90.36,38.5
U00533,99,0,High,Champion,1,1,90.36,38.47
U00204,99,0,High,Champion,1,1,90.36,38.35
U01269,99,0,High,Champion,1,1,90.36,38.32
U01039,99,1,High,Champion,1,1,90.36,38.22
U00227,99,0,High,Champion,1,1,90.36,38.1
U01710,99,1,High,Champion,1,1,90.36,38.15
U01796,99,0,High,Champion,1,1,90.36,38.12
U00314,99,0,High,Champion,1,1,90.36,38.01
U01606,99,1,High,Champion,1,1,90.36,38.06
U00160,99,0,High,Champion,1,1,90.36,37.75
U00529,99,0,High,Champion,1,1,90.36,37.72
U00803,99,1,High,Champion,1,1,90.36,37.77
U00922,99,1,High,Champion,1,1,90.36,37.82
U01012,99,1,High,Champion,1,1,90.36,37.87
U00838,99,0,High,Champion,1,1,90.36,37.84
U01774,99,0,High,Champion,1,1,90.36,37.81
U01896,99,1,High,Champion,1,1,90.36,37.74
U00932,99,1,High,Champion,1,1,90.36,37.62
U01279,99,1,High,Champion,1,1,90.36,37.67
U01822,99,0,High,Champion,1,1,90.36,37.52
U01596,99,1,High,Champion,1,1,90.36,37.63
U01251,99,0,High,Champion,1,1,90.36,37.57
U00153,99,0,High,Champion,1,1,90.36,37.55
U00721,99,1,High,Champion,1,1,90.36,37.57
U00476,99,1,High,Champion,1,1,90.36,37.67
U00975,99,1,High,Champion,1,1,90.36,37.75
U00110,99,1,High,Champion,1,1,90.36,37.79
U00111,99,1,High,Champion,1,1,90.36,37.83
U00555,99,1,High,Champion,1,1,90.36,37.78
U01325,99,1,High,Champion,1,1,90.36,37.82
U01795,99,1,High,Champion,1,1,90.36,37.86
U01190,99,1,High,Champion,1,1,90.36,37.83
U00972,99,0,High,Champion,1,1,90.36,37.89
U00402,99,0,High,Champion,1,1,90.36,37.62
U00761,99,0,High,Champion,1,1,90.36,37.59
U01241,99,1,High,Champion,1,1,90.36,37.63
U00628,99,1,High,Champion,1,2,90.36,37.66
U00684,99,0,High,Champion,1,2,90.36,37.63
U01459,99,1,High,Champion,1,2,90.36,37.67
U00881,99,1,High,Champion,1,2,90.36,37.58
U00588,99,1,High,Champion,1,2,90.36,37.65
U01317,99,1,High,Champion,1,2,90.36,37.69
U00039,99,0,High,Champion,1,2,90.36,37.76
U00169,99,1,High,Champion,1,2,90.36,37.8
U01410,99,1,High,Champion,1,2,90.36,37.84
U00582,99,0,High,Champion,1,2,90.36,37.85
U00676,99,0,High,Champion,1,2,90.36,37.82
U01526,99,1,High,Champion,1,2,90.36,37.86
U01615,99,1,High,Champion,1,2,90.36,37.9
U01727,99,1,High,Champion,1,2,90.36,37.93
U00237,99,1,High,Champion,1,2,90.36,38.09
U00527,99,1,High,Champion,1,2,90.36,38.13
U00791,99,0,High,Champion,1,2,90.36,38.1
U00826,99,1,High,Champion,1,2,90.36,38.14
U01505,99,1,High,Champion,1,2,90.36,38.18
U00426,99,0,High,Champion,1,2,90.36,38.12
U00727,99,0,High,Champion,1,2,90.36,38.09
U00255,99,1,High,Champion,1,2,90.36,38.35
U00440,99,1,High,Champion,1,2,90.36,38.38
U00625,99,0,High,Champion,1,2,90.36,38.36
U00956,99,0,High,Champion,1,2,90.36,38.2
U01552,99,0,High,Champion,1,2,90.36,38.18
U01901,99,0,High,Champion,1,2,90.36,38.15
U00575,99,1,High,Champion,1,2,90.36,38.01
U01463,99,1,High,Champion,1,2,90.36,38.05
U00117,99,1,High,Champion,1,2,90.36,38.1
U01905,99,1,High,Champion,1,2,90.36,38.09
U00846,99,1,High,Champion,1,2,90.36,38.22
U01465,99,1,High,Champion,1,2,90.36,38.26
U00893,99,0,High,Champion,1,2,90.36,38.28
U00058,99,1,High,Champion,1,2,90.36,38.39
U00895,99,0,High,Champion,1,2,90.36,38.36
U01318,99,1,High,Champion,1,2,90.36,38.4
U01627,99,0,High,Champion,1,2,90.36,38.38
U00339,99,1,High,Champion,1,2,90.36,38.47
U00075,99,0,High,Champion,1,2,90.36,38.32
U00304,99,1,High,Champion,1,2,90.36,38.35
U01120,99,1,High,Champion,1,2,90.36,38.39
U01720,99,1,High,Champion,1,2,90.36,38.42
U00096,99,0,High,Champion,1,2,90.36,38.3
U00132,99,0,High,Champion,1,2,90.36,38.29
U01353,99,0,High,Champion,1,2,90.36,38.27
U01529,99,1,High,Champion,1,2,90.36,38.31
U00497,99,0,High,Champion,1,2,90.36,38.18
U00899,99,1,High,Champion,1,2,90.36,38.22
U00828,99,0,High,Champion,1,2,90.36,38.1
U00947,99,1,High,Champion,1,2,90.36,38.13
U01438,99,0,High,Champion,1,2,90.36,38.11
U00042,99,0,High,Champion,1,2,90.36,38.16
U01091,99,0,High,Champion,1,2,90.36,38.13
U01806,99,1,High,Champion,1,2,90.36,38.17
U00230,99,0,High,Champion,1,2,90.36,38.13
U01165,99,0,High,Champion,1,2,90.36,38.04
U01252,99,1,High,Champion,1,2,90.36,38.02
U01489,99,1,High,Champion,1,2,90.36,38.05
U01651,99,0,High,Champion,1,2,90.36,38.03
U01775,99,0,High,Champion,1,2,90.36,38.01
U00282,99,0,High,Champion,1,2,90.36,37.95
U00643,99,1,High,Champion,1,2,90.36,37.98
U01692,99,0,High,Champion,1,2,90.36,38.02
U01897,99,1,High,Champion,1,2,90.36,38.05
U01951,99,1,High,Champion,1,2,90.36,38.08
U00317,99,1,High,Champion,1,2,90.36,38.01
U00829,99,0,High,Champion,1,2,90.36,38.09
U01406,99,1,High,Champion,1,2,90.36,38.2
U01234,99,0,High,Champion,1,2,90.36,38.19
U01366,99,0,High,Champion,1,2,90.36,38.17
U01379,99,1,High,Champion,1,2,90.36,38.2
U01913,99,1,High,Champion,1,2,90.36,38.23
U00325,99,0,High,Champion,1,2,90.36,38.52
U00584,98,1,High,Power Adopter,275,2,90.36,100.0
U01441,98,1,High,Power Adopter,275,2,90.36,51.56
U01239,98,0,High,Power Adopter,275,2,90.36,45.83
U00693,98,0,High,Power Adopter,275,2,90.36,45.04
U01565,98,1,High,Power Adopter,275,2,90.36,49.1
U00018,98,1,High,Champion,275,2,90.36,48.09
U01586,98,1,High,Power Adopter,275,2,90.36,47.74
U01893,98,1,High,Power Adopter,275,2,90.36,48.0
U00016,98,1,High,Power Adopter,275,2,90.36,46.05
U00383,98,0,High,Champion,275,2,90.36,45.69
U00020,98,1,High,Power Adopter,275,2,90.36,44.33
U01425,98,1,High,Power Adopter,275,2,90.36,44.52
U00484,98,1,High,Power Adopter,275,2,90.36,42.09
U01227,98,0,High,Power Adopter,275,2,90.36,41.6
U01391,98,0,High,Power Adopter,275,2,90.36,41.67
U00401,98,1,High,Power Adopter,275,2,90.36,42.61
U00295,98,0,High,Power Adopter,275,2,90.36,41.31
U01007,98,1,High,Power Adopter,275,2,90.36,41.43
U01487,98,1,High,Power Adopter,275,2,90.36,41.65
U00869,98,1,High,Power Adopter,275,2,90.36,41.88
U01582,98,0,High,Power Adopter,275,2,90.36,41.8
U01479,98,1,High,Power Adopter,275,2,90.36,41.74
U01851,98,0,High,Late Bloomer,275,2,90.36,41.36
U01414,98,1,High,Late Bloomer,275,2,90.36,41.48
U00324,98,1,High,Power Adopter,275,2,90.36,40.97
U01620,98,1,High,Power Adopter,275,2,90.36,41.14
U01820,98,1,High,Power Adopter,275,2,90.36,40.0
U00591,98,1,High,Power Adopter,275,2,90.36,40.24
U01927,98,0,High,Power Adopter,275,2,90.36,40.08
U01177,98,0,High,Power Adopter,275,2,90.36,40.24
U00050,98,0,High,Power Adopter,275,2,90.36,40.18
U00664,98,0,High,Late Bloomer,275,2,90.36,40.13
U01424,98,0,High,Power Adopter,275,2,90.36,40.08
U00843,98,0,High,Power Adopter,275,2,90.36,39.9
U00327,98,0,High,Power Adopter,275,2,90.36,39.77
U01491,98,0,High,Late Bloomer,275,2,90.36,39.6
U00373,98,0,High,Late Bloomer,275,2,90.36,40.0
U00165,98,1,High,Power Adopter,275,2,90.36,39.98
U00309,98,1,High,Late Bloomer,275,2,90.36,40.06
U00769,98,0,High,Power Adopter,275,2,90.36,39.92
U00140,98,0,High,Power Adopter,275,2,90.36,40.04
U00171,98,1,High,Power Adopter,275,2,90.36,40.1
U01771,98,0,High,Power Adopter,275,2,90.36,40.06
U00078,98,1,High,Power Adopter,275,2,90.36,39.49
U00923,98,1,High,Power Adopter,275,2,90.36,39.54
U00372,98,0,High,Late Bloomer,275,2,90.36,39.7
U00495,98,0,High,Power Adopter,275,2,90.36,39.61
U01072,98,0,High,Power Adopter,275,2,90.36,39.31
U01247,98,0,High,Power Adopter,275,2,90.36,38.83
U00091,98,0,High,Late Bloomer,275,2,90.36,38.29
U01941,98,1,High,Power Adopter,275,2,90.36,38.27
U01292,98,0,High,Late Bloomer,275,2,90.36,38.08
U01836,98,1,High,Power Adopter,275,2,90.36,37.72
U00156,98,1,High,Late Bloomer,275,2,90.36,37.59
U01108,98,0,High,Power Adopter,275,2,90.36,37.57
U01288,98,0,High,Power Adopter,275,2,90.36,37.54
U00511,98,1,High,Power Adopter,275,2,90.36,37.61
U00619,98,0,High,Late Bloomer,275,2,90.36,37.58
U01833,98,1,High,Late Bloomer,275,2,90.36,37.63
U00921,98,1,High,Power Adopter,275,2,90.36,37.82
U00429,98,1,High,Power Adopter,275,2,90.36,37.75
U00672,98,0,High,Late Bloomer,275,2,90.36,37.85
U00089,98,1,High,Power Adopter,275,2,90.36,37.93
U00876,98,0,High,Power Adopter,275,2,90.36,37.9
U01300,98,0,High,Power Adopter,275,2,90.36,37.87
U01779,98,0,High,Power Adopter,275,2,90.36,37.84
U01259,98,0,High,Late Bloomer,275,2,90.36,37.72
U01051,98,1,High,Late Bloomer,275,2,90.36,37.68
U01460,98,0,High,Power Adopter,275,2,90.36,37.65
U01989,98,0,High,Power Adopter,275,2,90.36,37.56
U01942,98,1,High,Late Bloomer,275,2,90.36,37.73
U01243,98,1,High,Late Bloomer,275,2,90.36,38.46
U01687,98,0,High,Power Adopter,275,2,90.36,38.44
U00101,98,0,High,Power Adopter,275,2,90.36,38.15
U00104,98,1,High,Power Adopter,275,2,90.36,38.18
U00242,98,1,High,Power Adopter,275,2,90.36,38.02
U00730,98,0,High,Power Adopter,275,2,90.36,38.0
U01464,98,1,High,Power Adopter,275,2,90.36,37.92
U01828,98,1,High,Power Adopter,275,2,90.36,37.95
U00667,98,0,High,Power Adopter,275,2,90.36,38.07
U01990,98,1,High,Late Bloomer,275,2,90.36,38.1
U00307,98,1,High,Power Adopter,275,2,90.36,38.27
U01048,98,1,High,Power Adopter,275,2,90.36,38.3
U00768,98,1,High,Power Adopter,275,2,90.36,38.27
U01564,98,0,High,Power Adopter,275,2,90.36,38.49
U01076,98,1,High,Power Adopter,275,2,90.36,38.56
U01936,97,0,High,Champion,361,2,90.36,50.0
U01898,97,0,High,Champion,361,2,90.36,47.76
U00900,97,1,High,Champion,361,2,90.36,47.66
U00965,97,0,High,Champion,361,2,90.36,44.37
U00488,97,1,High,Champion,361,2,90.36,39.6
U01207,97,0,High,Champion,361,2,90.36,39.66
U00518,97,1,High,Champion,361,2,90.36,38.52
U01352,97,0,High,Champion,361,2,90.36,38.25
U00433,97,1,High,Champion,361,2,90.36,38.08
U00853,97,0,High,Champion,361,2,90.36,37.86
U01784,97,1,High,Champion,361,2,90.36,38.51
U00009,97,0,High,Champion,361,2,90.36,38.19
U01228,96,1,High,Power Adopter,373,2,90.36,100.0
U00574,96,1,High,Champion,373,2,90.36,57.58
U01643,96,1,High,Power Adopter,373,2,90.36,48.89
U00288,96,0,High,Power Adopter,373,2,90.36,51.39
U01585,96,1,High,Power Adopter,373,2,90.36,45.45
U00147,96,0,High,Champion,373,2,90.36,47.83
U00130,96,0,High,Late Bloomer,373,2,90.36,47.44
U01148,96,1,High,Champion,373,2,90.36,45.9
U01885,96,1,High,Champion,373,2,90.36,44.84
U00109,96,1,High,Champion,373,2,90.36,41.73
U00522,96,1,High,Champion,373,2,90.36,42.5
U00883,96,0,High,Champion,373,2,90.36,42.4
U01531,96,0,High,Power Adopter,373,2,90.36,41.58
U00031,96,0,High,Champion,373,2,90.36,41.34
U00781,96,1,High,Late Bloomer,373,2,90.36,40.94
U00145,96,0,High,Power Adopter,373,2,90.36,40.9
U01394,96,0,High,Champion,373,2,90.36,40.84
U00600,96,1,High,Power Adopter,373,2,90.36,40.02
U00662,96,1,High,Power Adopter,373,2,90.36,39.96
U00997,96,0,High,Late Bloomer,373,2,90.36,39.56
U00265,96,0,High,Late Bloomer,373,2,90.36,39.57
U00787,96,1,High,Champion,373,2,90.36,39.63
U01755,96,1,High,Power Adopter,373,2,90.36,39.45
U01648,96,0,High,Champion,373,2,90.36,38.03
U00446,96,0,High,Champion,373,2,90.36,37.71
U01554,96,1,High,Power Adopter,373,2,90.36,37.57
U00185,96,1,High,Power Adopter,373,2,90.36,37.68
U00409,96,0,High,Champion,373,2,90.36,37.64
U01017,96,0,High,Power Adopter,373,3,90.36,37.81
U00180,96,1,High,Late Bloomer,373,3,90.36,37.89
U01599,96,0,High,Power Adopter,373,3,90.36,37.8
U01724,96,1,High,Power Adopter,373,3,90.36,37.95
U01147,96,1,High,Power Adopter,373,3,90.36,37.76
U01533,96,0,High,Late Bloomer,373,3,90.36,37.74
U00994,96,0,High,Champion,373,3,90.36,38.34
U01915,96,1,High,Power Adopter,373,3,90.36,38.11
U01804,96,0,High,Champion,373,3,90.36,38.03
U01446,96,0,High,Power Adopter,373,3,90.36,38.26
U01931,96,1,High,Power Adopter,373,3,90.36,38.47
U00970,96,0,High,Champion,373,3,90.36,38.17
U00844,96,0,High,Power Adopter,373,3,90.36,38.02
U00116,96,1,High,Power Adopter,373,3,90.36,38.03
U01339,96,0,High,Power Adopter,373,3,90.36,37.99
U00510,96,0,High,Champion,373,3,90.36,38.08
U00616,96,0,High,Champion,373,3,90.36,38.26
U01176,96,1,High,Power Adopter,373,3,90.36,38.55
U00879,95,1,High,Champion,419,3,90.36,58.82
U00415,95,1,High,Champion,419,3,90.36,50.0
U00173,95,1,High,Champion,419,3,90.36,53.45
U01187,95,1,High,Power Adopter,419,3,90.36,52.05
U01886,95,1,High,Champion,419,3,90.36,45.28
U01558,95,1,High,Champion,419,3,90.36,45.86
U00788,95,0,High,Champion,419,3,90.36,48.73
U00274,95,0,High,Champion,419,3,90.36,47.52
U00753,95,0,High,Power Adopter,419,3,90.36,46.06
U00690,95,0,High,Champion,419,3,90.36,43.49
U00572,95,1,High,Late Bloomer,419,3,90.36,42.75
U00034,95,0,High,Champion,419,3,90.36,42.99
U00049,95,0,High,Champion,419,3,90.36,41.33
U01785,95,0,High,Power Adopter,419,3,90.36,41.25
U00982,95,0,High,Late Bloomer,419,3,90.36,41.57
U01133,95,0,High,Champion,419,3,90.36,41.3
U01192,95,0,High,Power Adopter,419,3,90.36,41.41
U01086,95,1,High,Late Bloomer,419,3,90.36,40.94
U01999,95,1,High,Late Bloomer,419,3,90.36,41.04
U01618,95,0,High,Late Bloomer,419,3,90.36,40.88
U00554,95,1,High,Power Adopter,419,3,90.36,41.23
U01761,95,0,High,Champion,419,3,90.36,41.06
U01952,95,0,High,Power Adopter,419,3,90.36,40.2
U01083,95,0,High,Power Adopter,419,3,90.36,39.94
U01167,95,1,High,Champion,419,3,90.36,40.03
U01916,95,1,High,Champion,419,3,90.36,40.16
U01034,95,0,High,Power Adopter,419,3,90.36,39.85
U00735,95,0,High,Power Adopter,419,3,90.36,39.55
U01714,95,1,High,Champion,419,3,90.36,39.63
U00836,95,0,High,Power Adopter,419,3,90.36,40.0
U01766,95,0,High,Power Adopter,419,3,90.36,40.0
U01557,95,1,High,Champion,419,3,90.36,39.9
U00126,95,0,High,Power Adopter,419,3,90.36,40.02
U01682,95,0,High,Late Bloomer,419,3,90.36,39.42
U00945,95,1,High,Champion,419,3,90.36,38.88
U01721,95,1,High,Power Adopter,419,3,90.36,38.94
U00798,95,0,High,Late Bloomer,419,3,90.36,38.05
U01688,95,1,High,Power Adopter,419,3,90.36,38.1
U01947,95,1,High,Champion,419,3,90.36,38.13
U01370,95,1,High,Champion,419,3,90.36,37.86
U01129,95,1,High,Power Adopter,419,3,90.36,37.76
U01997,95,1,High,Champion,419,3,90.36,37.73
U00444,95,0,High,Champion,419,3,90.36,37.72
U00810,95,1,High,Champion,419,3,90.36,37.94
U00206,95,1,High,Late Bloomer,419,3,90.36,37.91
U01412,95,0,High,Power Adopter,419,3,90.36,37.62
U01613,95,1,High,Champion,419,3,90.36,37.6
U01849,95,0,High,Champion,419,3,90.36,38.16
U01146,95,0,High,Champion,419,3,90.36,38.31
U01101,95,1,High,Power Adopter,419,3,90.36,38.21
U01777,95,0,High,Champion,419,3,90.36,38.19
U01510,95,0,High,Power Adopter,419,3,90.36,38.14
U00443,95,1,High,Late Bloomer,419,3,90.36,38.14
U01575,95,0,High,Champion,419,3,90.36,38.11
U00988,95,1,High,Champion,419,3,90.36,38.15
U00269,95,1,High,Power Adopter,419,3,90.36,38.29
U00668,95,1,High,Champion,419,3,90.36,38.52
U00398,95,0,High,Champion,419,3,90.36,38.53
U00904,94,1,High,Champion,477,3,90.36,46.29
U00273,94,1,High,Champion,477,3,90.36,42.18
U00549,94,1,High,Champion,477,3,90.36,41.7
U01689,94,0,High,Champion,477,3,90.36,40.64
U01090,94,0,High,Champion,477,3,90.36,40.29
U00369,94,1,High,Champion,477,3,90.36,40.32
U01587,94,1,High,Champion,477,3,90.36,40.4
U00127,94,0,High,Champion,477,3,90.36,40.03
U01387,94,0,High,Champion,477,3,90.36,39.96
U00852,94,0,High,Champion,477,3,90.36,40.02
U00310,94,1,High,Champion,477,3,90.36,39.96
U00222,94,0,High,Champion,477,3,90.36,39.28
U00977,94,1,High,Champion,477,3,90.36,37.68
U01837,94,0,High,Champion,477,3,90.36,37.91
U01332,94,1,High,Champion,477,3,90.36,37.94
U00188,94,0,High,Champion,477,3,90.36,38.13
U00411,94,0,High,Champion,477,3,90.36,38.08
U00268,94,1,High,Champion,477,3,90.36,38.15
U01229,94,1,High,Champion,477,3,90.36,38.41
U00660,94,1,High,Champion,477,3,90.36,38.18
U01602,94,1,High,Champion,477,3,90.36,38.04
U01593,94,0,High,Champion,477,3,90.36,38.06
U00175,94,0,High,Champion,477,3,90.36,38.18
U00052,94,0,High,Champion,477,3,90.36,38.27
U00266,93,1,High,Late Bloomer,501,3,90.36,60.87
U00578,93,0,High,Power Adopter,501,3,90.36,45.45
U00170,93,1,High,Power Adopter,501,3,90.36,46.5
U01246,93,1,High,Late Bloomer,501,3,90.36,43.89
U00090,93,0,High,Power Adopter,501,3,90.36,41.34
U01655,93,0,High,Power Adopter,501,3,90.36,41.26
U01264,93,1,High,Power Adopter,501,3,90.36,41.14
U01597,93,1,High,Power Adopter,501,3,90.36,40.11
U01411,93,0,High,Power Adopter,501,3,90.36,39.76
U01726,93,0,High,Power Adopter,501,3,90.36,39.96
U00158,93,1,High,Power Adopter,501,3,90.36,40.02
U00388,93,0,High,Power Adopter,501,3,90.36,39.92
U01208,93,1,High,Power Adopter,501,3,90.36,39.62
U01162,93,0,High,Power Adopter,501,3,90.36,39.62
