user_id,event_timestamp,event_type,device,event_date,event_hour
U00009,2026-06-03 00:39:00,logout,web,2026-06-03,0
U00009,2026-05-31 14:31:00,logout,unknown,2026-05-31,14
U00010,2026-02-18 00:38:00,session_start,mobile,2026-02-18,0
U00010,2026-02-13 18:42:00,session_start,unknown,2026-02-13,18
U00010,2026-02-16 14:05:00,session_end,web,2026-02-16,14
U00011,2026-03-16 17:17:00,session_end,mobile,2026-03-16,17
U00011,2026-03-13 05:09:00,login,web,2026-03-13,5
U00011,2026-03-13 04:54:00,login,web,2026-03-13,4
U00012,2026-04-02 02:03:00,login,unknown,2026-04-02,2
U00012,2026-03-30 05:43:00,login,mobile,2026-03-30,5
U00012,2026-04-04 23:37:00,login,web,2026-04-04,23
U00012,2026-03-29 09:20:00,login,unknown,2026-03-29,9
U00012,2026-04-10 02:48:00,session_start,web,2026-04-10,2
U00012,2026-04-01 15:08:00,login,web,2026-04-01,15
U00012,2026-04-02 16:26:00,session_end,mobile,2026-04-02,16
U00012,2026-04-08 06:39:00,login,web,2026-04-08,6
U00012,2026-04-06 23:40:00,session_end,web,2026-04-06,23
U00013,2026-04-15 23:44:00,session_end,web,2026-04-15,23
U00013,2026-04-14 19:54:00,login,web,2026-04-14,19
U00014,2026-04-07 18:39:00,login,mobile,2026-04-07,18
U00014,2026-04-08 18:31:00,session_end,unknown,2026-04-08,18
U00014,2026-04-06 05:56:00,session_end,mobile,2026-04-06,5
U00015,2026-05-09 09:12:00,login,web,2026-05-09,9
U00015,2026-04-28 14:40:00,logout,web,2026-04-28,14
U00015,2026-05-09 06:51:00,session_end,unknown,2026-05-09,6
U00015,2026-05-04 01:21:00,login,mobile,2026-05-04,1
U00015,2026-04-28 20:12:00,page_view,web,2026-04-28,20
U00015,2026-05-02 02:19:00,login,web,2026-05-02,2
U00016,2026-02-02 00:07:00,page_view,web,2026-02-02,0
U00016,2026-01-26 12:46:00,session_end,web,2026-01-26,12
U00016,2026-02-03 05:12:00,login,web,2026-02-03,5
U00016,2026-02-04 21:30:00,session_start,web,2026-02-04,21
U00016,2026-01-31 04:30:00,login,unknown,2026-01-31,4
U00016,2026-02-04 17:57:00,login,unknown,2026-02-04,17
U00016,2026-02-02 13:59:00,page_view,web,2026-02-02,13
U00016,2026-02-03 16:19:00,session_end,web,2026-02-03,16
U00016,2026-01-29 17:01:00,login,web,2026-01-29,17
U00016,2026-02-02 11:04:00,login,web,2026-02-02,11
U00017,2026-04-16 00:21:00,session_start,mobile,2026-04-16,0
U00017,2026-04-12 19:24:00,login,web,2026-04-12,19
U00017,2026-04-16 09:45:00,logout,web,2026-04-16,9
U00018,2026-01-29 01:17:00,session_start,web,2026-01-29,1
U00018,2026-01-25 07:23:00,session_start,web,2026-01-25,7
U00018,2026-01-21 16:19:00,login,web,2026-01-21,16
U00018,2026-01-23 01:49:00,login,web,2026-01-23,1
U00018,2026-01-25 16:01:00,logout,unknown,2026-01-25,16
U00018,2026-02-01 16:09:00,login,web,2026-02-01,16
U00018,2026-02-01 15:46:00,logout,web,2026-02-01,15
U00018,2026-01-30 10:09:00,logout,web,2026-01-30,10
U00019,2026-03-29 16:43:00,login,mobile,2026-03-29,16
U00019,2026-03-27 01:29:00,session_start,web,2026-03-27,1
U00019,2026-03-16 09:59:00,login,web,2026-03-16,9
U00019,2026-03-21 14:56:00,login,web,2026-03-21,14
U00019,2026-03-24 21:47:00,login,web,2026-03-24,21
U00019,2026-03-25 09:40:00,login,web,2026-03-25,9
U00019,2026-03-19 06:18:00,login,web,2026-03-19,6
U00019,2026-03-28 14:42:00,login,web,2026-03-28,14
U00020,2026-01-28 05:17:00,login,web,2026-01-28,5
U00020,2026-02-04 17:32:00,login,mobile,2026-02-04,17
U00020,2026-02-03 11:35:00,login,web,2026-02-03,11
U00020,2026-01-28 22:51:00,login,mobile,2026-01-28,22
U00020,2026-01-28 02:19:00,session_end,web,2026-01-28,2
U00020,2026-02-03 14:03:00,login,web,2026-02-03,14
U00020,2026-02-02 21:03:00,login,unknown,2026-02-02,21
U00020,2026-01-26 02:27:00,session_start,mobile,2026-01-26,2
U00020,2026-02-06 19:57:00,session_end,unknown,2026-02-06,19
U00020,2026-02-04 11:19:00,login,mobile,2026-02-04,11
U00020,2026-02-06 21:51:00,session_end,web,2026-02-06,21
U00020,2026-02-09 14:36:00,login,web,2026-02-09,14
U00021,2026-06-25 22:29:00,login,unknown,2026-06-25,22
U00021,2026-06-16 21:41:00,page_view,unknown,2026-06-16,21
U00021,2026-06-19 07:14:00,login,web,2026-06-19,7
U00021,2026-06-26 11:25:00,login,web,2026-06-26,11
U00022,2026-04-17 10:29:00,session_start,web,2026-04-17,10
U00022,2026-04-06 15:07:00,login,unknown,2026-04-06,15
U00022,2026-04-12 05:18:00,logout,web,2026-04-12,5
U00022,2026-04-14 18:08:00,session_end,web,2026-04-14,18
U00022,2026-04-11 22:50:00,login,web,2026-04-11,22
U00023,2026-03-18 20:04:00,logout,web,2026-03-18,20
U00023,2026-03-18 14:25:00,session_end,unknown,2026-03-18,14
U00023,2026-03-13 19:15:00,session_end,mobile,2026-03-13,19
U00024,2026-06-22 12:04:00,login,mobile,2026-06-22,12
U00025,2026-06-25 22:37:00,session_start,unknown,2026-06-25,22
U00025,2026-06-21 10:34:00,page_view,mobile,2026-06-21,10
U00025,2026-06-14 21:42:00,login,unknown,2026-06-14,21
U00025,2026-06-13 18:38:00,session_start,web,2026-06-13,18
U00025,2026-06-20 03:52:00,session_start,mobile,2026-06-20,3
U00025,2026-06-16 12:04:00,session_end,web,2026-06-16,12
U00025,2026-06-22 19:49:00,logout,unknown,2026-06-22,19
U00026,2026-03-09 15:41:00,page_view,web,2026-03-09,15
U00026,2026-03-05 06:52:00,login,web,2026-03-05,6
U00026,2026-03-16 04:42:00,login,unknown,2026-03-16,4
U00026,2026-03-12 09:24:00,session_end,unknown,2026-03-12,9
U00026,2026-03-07 06:43:00,login,web,2026-03-07,6
U00026,2026-03-13 21:19:00,session_start,web,2026-03-13,21
U00026,2026-03-05 18:00:00,session_end,unknown,2026-03-05,18
U00026,2026-03-17 04:54:00,login,web,2026-03-17,4
U00026,2026-03-09 17:03:00,login,web,2026-03-09,17
U00026,2026-03-05 09:55:00,login,mobile,2026-03-05,9
U00027,2026-03-17 22:37:00,session_start,web,2026-03-17,22
U00028,2026-06-03 12:25:00,session_start,unknown,2026-06-03,12
U00028,2026-05-31 06:42:00,login,unknown,2026-05-31,6
U00028,2026-05-25 06:35:00,session_start,web,2026-05-25,6
U00028,2026-06-05 13:09:00,login,mobile,2026-06-05,13
U00028,2026-05-25 00:04:00,page_view,web,2026-05-25,0
U00028,2026-05-25 23:56:00,session_start,unknown,2026-05-25,23
U00028,2026-05-25 02:08:00,page_view,unknown,2026-05-25,2
U00029,2026-01-28 14:57:00,logout,unknown,2026-01-28,14
U00029,2026-01-24 05:29:00,session_end,unknown,2026-01-24,5
U00029,2026-01-23 14:24:00,login,mobile,2026-01-23,14
U00029,2026-01-17 13:38:00,login,unknown,2026-01-17,13
U00029,2026-01-28 23:15:00,page_view,web,2026-01-28,23
U00029,2026-01-21 17:36:00,login,web,2026-01-21,17
U00030,2026-04-13 18:30:00,page_view,web,2026-04-13,18
U00030,2026-04-14 18:30:00,page_view,web,2026-04-14,18
U00030,2026-04-15 23:46:00,session_end,web,2026-04-15,23
U00030,2026-04-20 16:05:00,session_end,web,2026-04-20,16
U00030,2026-04-16 15:40:00,page_view,web,2026-04-16,15
U00030,2026-04-23 20:34:00,logout,web,2026-04-23,20
U00030,2026-04-22 01:57:00,login,web,2026-04-22,1
U00030,2026-04-20 14:32:00,session_start,web,2026-04-20,14
U00030,2026-04-19 11:51:00,login,web,2026-04-19,11
U00030,2026-04-15 01:44:00,session_end,web,2026-04-15,1
U00030,2026-04-24 18:16:00,login,unknown,2026-04-24,18
U00031,2026-03-05 05:36:00,login,web,2026-03-05,5
U00031,2026-03-08 23:39:00,login,web,2026-03-08,23
U00031,2026-03-03 02:08:00,session_end,web,2026-03-03,2
U00031,2026-03-09 08:16:00,login,web,2026-03-09,8
U00031,2026-02-28 08:00:00,page_view,web,2026-02-28,8
U00031,2026-03-05 05:58:00,session_end,mobile,2026-03-05,5
U00032,2026-04-01 14:23:00,logout,mobile,2026-04-01,14
U00032,2026-03-26 22:15:00,session_start,mobile,2026-03-26,22
U00032,2026-04-03 16:55:00,login,web,2026-04-03,16
U00032,2026-03-23 04:38:00,logout,mobile,2026-03-23,4
U00033,2026-04-25 15:48:00,session_start,unknown,2026-04-25,15
U00033,2026-04-15 21:28:00,page_view,mobile,2026-04-15,21
U00034,2026-02-09 18:46:00,logout,web,2026-02-09,18
U00034,2026-02-06 20:16:00,logout,web,2026-02-06,20
U00034,2026-02-06 05:29:00,session_start,unknown,2026-02-06,5
U00034,2026-02-10 15:47:00,logout,mobile,2026-02-10,15
U00034,2026-02-12 21:45:00,session_start,unknown,2026-02-12,21
U00035,2026-03-09 04:33:00,logout,unknown,2026-03-09,4
U00035,2026-03-05 09:59:00,logout,unknown,2026-03-05,9
U00035,2026-03-11 21:20:00,session_end,web,2026-03-11,21
U00036,2026-05-19 17:40:00,login,unknown,2026-05-19,17
U00036,2026-05-27 20:54:00,login,web,2026-05-27,20
U00037,2026-06-03 08:51:00,login,web,2026-06-03,8
U00037,2026-06-09 18:25:00,session_start,mobile,2026-06-09,18
U00037,2026-06-10 21:37:00,logout,mobile,2026-06-10,21
U00037,2026-06-07 10:43:00,page_view,mobile,2026-06-07,10
U00037,2026-06-04 17:00:00,page_view,web,2026-06-04,17
U00037,2026-06-12 02:00:00,session_start,web,2026-06-12,2
U00038,2026-04-11 03:43:00,session_start,web,2026-04-11,3
U00038,2026-04-06 23:18:00,login,mobile,2026-04-06,23
U00038,2026-04-03 00:39:00,login,web,2026-04-03,0
U00038,2026-04-12 21:57:00,logout,mobile,2026-04-12,21
U00038,2026-04-12 20:07:00,page_view,web,2026-04-12,20
U00038,2026-04-04 19:08:00,session_start,mobile,2026-04-04,19
U00038,2026-04-17 03:44:00,login,web,2026-04-17,3
U00038,2026-04-07 14:42:00,login,unknown,2026-04-07,14
U00039,2026-05-25 08:49:00,session_start,web,2026-05-25,8
U00039,2026-05-15 05:49:00,login,web,2026-05-15,5
U00039,2026-05-23 01:24:00,session_start,web,2026-05-23,1
U00039,2026-05-11 08:52:00,login,mobile,2026-05-11,8
U00039,2026-05-18 02:31:00,login,unknown,2026-05-18,2
U00039,2026-05-13 20:31:00,login,mobile,2026-05-13,20
U00039,2026-05-19 13:13:00,session_end,web,2026-05-19,13
U00039,2026-05-25 14:45:00,login,web,2026-05-25,14
U00039,2026-05-11 02:04:00,session_end,web,2026-05-11,2
U00039,2026-05-23 14:01:00,session_start,mobile,2026-05-23,14
U00039,2026-05-21 20:00:00,login,unknown,2026-05-21,20
U00040,2026-01-17 04:44:00,login,unknown,2026-01-17,4
U00040,2026-01-22 00:32:00,page_view,unknown,2026-01-22,0
U00040,2026-01-20 13:25:00,logout,web,2026-01-20,13
U00040,2026-01-21 07:00:00,session_start,unknown,2026-01-21,7
U00040,2026-01-14 18:34:00,login,web,2026-01-14,18
U00040,2026-01-23 09:25:00,login,web,2026-01-23,9
U00040,2026-01-18 17:54:00,login,web,2026-01-18,17
U00040,2026-01-26 14:48:00,logout,web,2026-01-26,14
U00040,2026-01-23 06:11:00,session_end,web,2026-01-23,6
U00040,2026-01-19 21:12:00,login,unknown,2026-01-19,21
U00041,2026-06-24 03:40:00,page_view,web,2026-06-24,3
U00041,2026-06-17 02:56:00,page_view,unknown,2026-06-17,2
U00042,2026-06-13 06:08:00,login,mobile,2026-06-13,6
U00042,2026-06-02 23:37:00,login,unknown,2026-06-02,23
U00042,2026-06-08 02:50:00,session_end,web,2026-06-08,2
U00042,2026-06-09 17:53:00,logout,unknown,2026-06-09,17
U00042,2026-06-02 01:21:00,login,web,2026-06-02,1
U00042,2026-06-14 23:02:00,session_start,web,2026-06-14,23
U00042,2026-06-05 20:42:00,session_end,unknown,2026-06-05,20
U00042,2026-06-12 17:09:00,page_view,mobile,2026-06-12,17
U00042,2026-06-16 02:02:00,page_view,mobile,2026-06-16,2
U00042,2026-06-09 20:01:00,session_start,web,2026-06-09,20
U00043,2026-04-11 22:41:00,login,web,2026-04-11,22
U00044,2026-05-18 20:03:00,login,web,2026-05-18,20
U00044,2026-05-23 19:10:00,logout,web,2026-05-23,19
U00044,2026-05-29 03:07:00,session_start,mobile,2026-05-29,3
U00044,2026-05-17 06:27:00,login,unknown,2026-05-17,6
U00044,2026-05-21 03:43:00,session_end,mobile,2026-05-21,3
U00044,2026-05-21 06:48:00,login,mobile,2026-05-21,6
U00044,2026-05-21 02:07:00,login,mobile,2026-05-21,2
U00045,2026-01-15 13:10:00,page_view,web,2026-01-15,13
U00045,2026-01-11 05:28:00,login,web,2026-01-11,5
U00045,2026-01-05 03:50:00,logout,unknown,2026-01-05,3
U00045,2026-01-15 05:01:00,session_start,web,2026-01-15,5
U00045,2026-01-03 00:11:00,login,web,2026-01-03,0
U00045,2026-01-09 22:51:00,logout,unknown,2026-01-09,22
U00045,2026-01-14 04:13:00,login,web,2026-01-14,4
U00046,2026-02-07 14:26:00,login,mobile,2026-02-07,14
U00046,2026-02-08 22:02:00,session_end,mobile,2026-02-08,22
U00046,2026-02-10 15:39:00,login,web,2026-02-10,15
U00046,2026-02-04 13:00:00,session_end,mobile,2026-02-04,13
U00046,2026-02-02 03:33:00,login,web,2026-02-02,3
U00047,2026-03-23 17:32:00,login,unknown,2026-03-23,17
U00047,2026-03-22 20:42:00,login,web,2026-03-22,20
U00047,2026-03-10 06:07:00,logout,mobile,2026-03-10,6
U00047,2026-03-20 15:31:00,login,mobile,2026-03-20,15
U00047,2026-03-20 01:03:00,page_view,web,2026-03-20,1
U00047,2026-03-14 06:27:00,login,web,2026-03-14,6
U00047,2026-03-19 14:02:00,login,web,2026-03-19,14
U00047,2026-03-24 17:11:00,login,web,2026-03-24,17
U00047,2026-03-17 16:07:00,login,mobile,2026-03-17,16
U00047,2026-03-21 14:37:00,session_end,web,2026-03-21,14
U00047,2026-03-16 06:47:00,page_view,web,2026-03-16,6
U00047,2026-03-13 03:20:00,login,web,2026-03-13,3
U00047,2026-03-13 23:26:00,logout,mobile,2026-03-13,23
U00047,2026-03-16 07:04:00,session_start,unknown,2026-03-16,7
U00048,2026-01-29 13:09:00,login,unknown,2026-01-29,13
U00048,2026-01-31 12:23:00,login,unknown,2026-01-31,12
U00048,2026-02-09 06:40:00,login,web,2026-02-09,6
U00048,2026-02-01 10:08:00,login,web,2026-02-01,10
U00048,2026-02-02 04:07:00,logout,unknown,2026-02-02,4
U00049,2026-02-17 13:10:00,logout,web,2026-02-17,13
U00049,2026-02-13 09:38:00,login,mobile,2026-02-13,9
U00049,2026-02-19 17:54:00,login,web,2026-02-19,17
U00049,2026-02-16 16:31:00,logout,mobile,2026-02-16,16
U00049,2026-02-19 15:53:00,session_start,web,2026-02-19,15
U00050,2026-03-09 23:27:00,page_view,mobile,2026-03-09,23
U00050,2026-03-12 10:27:00,session_end,mobile,2026-03-12,10
U00050,2026-03-23 18:09:00,session_end,web,2026-03-23,18
U00050,2026-03-15 01:02:00,session_start,web,2026-03-15,1
U00050,2026-03-15 16:25:00,session_start,web,2026-03-15,16
U00050,2026-03-16 15:15:00,login,web,2026-03-16,15
U00050,2026-03-20 23:26:00,login,mobile,2026-03-20,23
U00050,2026-03-14 09:15:00,page_view,web,2026-03-14,9
U00050,2026-03-09 15:42:00,login,mobile,2026-03-09,15
U00050,2026-03-20 14:54:00,session_end,web,2026-03-20,14
U00051,2026-05-17 14:49:00,login,unknown,2026-05-17,14
U00051,2026-05-12 11:40:00,session_start,web,2026-05-12,11
U00051,2026-05-23 20:04:00,session_start,web,2026-05-23,20
U00051,2026-05-18 01:18:00,session_start,web,2026-05-18,1
U00051,2026-05-21 19:34:00,session_end,mobile,2026-05-21,19
U00052,2026-06-25 21:05:00,session_end,web,2026-06-25,21
U00052,2026-06-24 01:32:00,page_view,web,2026-06-24,1
U00052,2026-06-27 01:07:00,session_start,web,2026-06-27,1
U00052,2026-06-20 19:02:00,login,web,2026-06-20,19
U00052,2026-06-15 20:35:00,page_view,web,2026-06-15,20
U00052,2026-06-21 22:49:00,login,mobile,2026-06-21,22
U00052,2026-06-18 07:34:00,login,unknown,2026-06-18,7
U00052,2026-06-24 18:55:00,page_view,mobile,2026-06-24,18
U00053,2026-03-04 23:48:00,login,web,2026-03-04,23
U00053,2026-02-25 08:32:00,page_view,unknown,2026-02-25,8
U00053,2026-02-24 01:04:00,login,web,2026-02-24,1
U00053,2026-02-27 15:32:00,session_end,web,2026-02-27,15
U00053,2026-02-27 22:34:00,page_view,web,2026-02-27,22
U00053,2026-02-27 19:23:00,logout,web,2026-02-27,19
U00053,2026-02-23 14:05:00,login,unknown,2026-02-23,14
U00054,2026-06-02 05:18:00,login,web,2026-06-02,5
U00055,2026-06-05 08:07:00,page_view,mobile,2026-06-05,8
U00055,2026-06-10 04:55:00,login,web,2026-06-10,4
U00055,2026-06-07 13:43:00,session_end,mobile,2026-06-07,13
U00055,2026-06-10 11:26:00,session_start,web,2026-06-10,11
U00055,2026-06-07 06:04:00,login,mobile,2026-06-07,6
U00056,2026-01-18 16:41:00,login,unknown,2026-01-18,16
U00056,2026-01-14 10:41:00,page_view,web,2026-01-14,10
U00057,2026-03-27 18:42:00,page_view,unknown,2026-03-27,18
U00057,2026-03-27 09:36:00,login,web,2026-03-27,9
U00057,2026-03-22 08:14:00,session_start,web,2026-03-22,8
U00057,2026-03-24 01:09:00,login,web,2026-03-24,1
U00057,2026-03-27 05:39:00,login,web,2026-03-27,5
U00058,2026-05-28 05:53:00,page_view,mobile,2026-05-28,5
U00058,2026-05-28 07:07:00,login,web,2026-05-28,7
U00058,2026-06-04 04:28:00,login,web,2026-06-04,4
U00058,2026-05-28 06:35:00,page_view,web,2026-05-28,6
U00058,2026-06-05 10:22:00,login,web,2026-06-05,10
U00058,2026-06-02 17:10:00,session_end,web,2026-06-02,17
U00058,2026-05-27 00:25:00,session_start,mobile,2026-05-27,0
U00058,2026-06-02 10:09:00,login,web,2026-06-02,10
U00058,2026-06-05 22:18:00,session_start,web,2026-06-05,22
U00058,2026-06-07 18:42:00,login,unknown,2026-06-07,18
U00059,2026-01-23 22:07:00,page_view,unknown,2026-01-23,22
U00059,2026-02-01 01:08:00,page_view,web,2026-02-01,1
U00059,2026-01-22 00:25:00,session_end,mobile,2026-01-22,0
U00059,2026-01-25 11:05:00,login,web,2026-01-25,11
U00059,2026-01-27 20:12:00,session_end,mobile,2026-01-27,20
U00059,2026-01-30 08:12:00,login,web,2026-01-30,8
U00059,2026-01-26 14:43:00,page_view,web,2026-01-26,14
U00059,2026-01-26 12:12:00,session_start,web,2026-01-26,12
U00059,2026-01-27 19:32:00,login,web,2026-01-27,19
U00060,2026-05-08 04:45:00,logout,unknown,2026-05-08,4
U00060,2026-05-07 12:23:00,login,web,2026-05-07,12
U00060,2026-05-07 11:19:00,session_start,web,2026-05-07,11
U00061,2026-03-12 23:56:00,session_start,unknown,2026-03-12,23
U00061,2026-03-21 14:18:00,login,unknown,2026-03-21,14
U00061,2026-03-20 13:08:00,logout,web,2026-03-20,13
U00061,2026-03-11 06:19:00,session_start,web,2026-03-11,6
U00061,2026-03-10 18:48:00,session_start,web,2026-03-10,18
U00061,2026-03-09 13:40:00,login,unknown,2026-03-09,13
U00061,2026-03-11 17:29:00,page_view,mobile,2026-03-11,17
U00062,2026-02-27 05:53:00,session_start,web,2026-02-27,5
U00062,2026-03-04 15:02:00,logout,web,2026-03-04,15
U00062,2026-03-09 18:19:00,session_start,unknown,2026-03-09,18
U00062,2026-02-27 00:50:00,login,mobile,2026-02-27,0
U00062,2026-02-28 09:40:00,logout,unknown,2026-02-28,9
U00062,2026-02-25 20:42:00,login,unknown,2026-02-25,20
U00062,2026-02-26 15:58:00,page_view,mobile,2026-02-26,15
U00062,2026-02-24 03:48:00,login,unknown,2026-02-24,3
U00062,2026-02-25 19:47:00,login,unknown,2026-02-25,19
U00063,2026-03-02 13:55:00,login,unknown,2026-03-02,13
U00063,2026-03-04 03:23:00,session_end,web,2026-03-04,3
U00063,2026-03-06 08:10:00,session_end,web,2026-03-06,8
U00063,2026-02-23 10:29:00,page_view,mobile,2026-02-23,10
U00063,2026-02-26 05:03:00,login,web,2026-02-26,5
U00063,2026-02-27 20:58:00,login,web,2026-02-27,20
U00063,2026-02-25 09:33:00,page_view,web,2026-02-25,9
U00064,2026-04-21 06:49:00,page_view,mobile,2026-04-21,6
U00064,2026-04-25 03:38:00,logout,mobile,2026-04-25,3
U00064,2026-04-21 10:55:00,login,web,2026-04-21,10
U00065,2026-04-10 21:44:00,page_view,web,2026-04-10,21
U00065,2026-04-07 17:37:00,login,mobile,2026-04-07,17
U00065,2026-04-06 04:33:00,login,web,2026-04-06,4
U00065,2026-04-18 15:26:00,login,mobile,2026-04-18,15
U00066,2026-04-27 06:09:00,session_end,mobile,2026-04-27,6
U00066,2026-05-09 06:50:00,session_end,web,2026-05-09,6
U00066,2026-05-02 14:58:00,login,web,2026-05-02,14
U00066,2026-05-09 04:59:00,login,unknown,2026-05-09,4
U00066,2026-05-01 09:44:00,login,mobile,2026-05-01,9
U00066,2026-05-09 14:56:00,session_end,web,2026-05-09,14
U00067,2026-03-01 22:19:00,login,web,2026-03-01,22
U00067,2026-03-02 04:54:00,page_view,mobile,2026-03-02,4
U00067,2026-03-10 07:19:00,login,mobile,2026-03-10,7
U00067,2026-03-01 02:27:00,page_view,web,2026-03-01,2
U00067,2026-02-28 00:49:00,session_start,unknown,2026-02-28,0
U00068,2026-01-06 06:06:00,login,web,2026-01-06,6
U00068,2026-01-13 03:58:00,login,web,2026-01-13,3
U00068,2026-01-07 09:42:00,login,web,2026-01-07,9
U00068,2026-01-18 03:58:00,session_end,mobile,2026-01-18,3
U00069,2026-06-09 06:11:00,page_view,web,2026-06-09,6
U00069,2026-05-31 02:09:00,logout,web,2026-05-31,2
U00070,2026-01-28 11:22:00,login,mobile,2026-01-28,11
U00070,2026-01-27 18:04:00,login,web,2026-01-27,18
U00070,2026-01-27 06:45:00,login,web,2026-01-27,6
U00070,2026-01-21 17:00:00,page_view,web,2026-01-21,17
U00070,2026-02-02 06:58:00,session_end,unknown,2026-02-02,6
U00070,2026-01-24 22:37:00,login,unknown,2026-01-24,22
U00070,2026-01-29 03:11:00,logout,web,2026-01-29,3
U00070,2026-01-25 13:13:00,session_end,mobile,2026-01-25,13
U00070,2026-01-25 03:48:00,login,web,2026-01-25,3
U00071,2026-03-07 03:33:00,login,unknown,2026-03-07,3
U00071,2026-03-12 11:45:00,login,web,2026-03-12,11
U00071,2026-03-01 10:31:00,login,unknown,2026-03-01,10
U00071,2026-03-04 14:38:00,page_view,web,2026-03-04,14
U00072,2026-01-29 14:14:00,session_end,unknown,2026-01-29,14
U00072,2026-01-23 13:12:00,logout,web,2026-01-23,13
U00072,2026-02-02 15:43:00,login,mobile,2026-02-02,15
U00072,2026-01-19 21:31:00,page_view,web,2026-01-19,21
U00073,2026-03-19 14:33:00,page_view,web,2026-03-19,14
U00073,2026-03-14 04:25:00,session_start,web,2026-03-14,4
U00073,2026-03-24 05:04:00,login,mobile,2026-03-24,5
U00073,2026-03-18 06:38:00,logout,unknown,2026-03-18,6
U00074,2026-02-25 07:53:00,session_start,unknown,2026-02-25,7
U00074,2026-02-28 22:49:00,session_end,web,2026-02-28,22
U00074,2026-03-08 20:25:00,login,unknown,2026-03-08,20
U00074,2026-03-06 19:25:00,session_start,web,2026-03-06,19
U00075,2026-05-30 14:06:00,login,web,2026-05-30,14
U00075,2026-06-04 15:14:00,page_view,mobile,2026-06-04,15
U00075,2026-05-28 03:47:00,login,web,2026-05-28,3
U00075,2026-06-04 21:01:00,login,unknown,2026-06-04,21
U00075,2026-06-06 21:20:00,login,web,2026-06-06,21
U00075,2026-06-06 19:06:00,logout,web,2026-06-06,19
U00075,2026-06-07 16:49:00,session_start,unknown,2026-06-07,16
U00075,2026-05-31 09:42:00,session_start,unknown,2026-05-31,9
U00075,2026-06-05 08:34:00,login,web,2026-06-05,8
U00075,2026-06-09 01:27:00,login,unknown,2026-06-09,1
U00076,2026-05-09 10:54:00,session_start,unknown,2026-05-09,10
U00077,2026-02-01 01:02:00,login,web,2026-02-01,1
U00077,2026-02-08 22:10:00,session_start,unknown,2026-02-08,22
U00078,2026-04-03 09:45:00,session_start,unknown,2026-04-03,9
U00078,2026-04-13 03:36:00,page_view,unknown,2026-04-13,3
U00078,2026-04-11 17:43:00,session_end,unknown,2026-04-11,17
U00078,2026-04-08 17:54:00,login,web,2026-04-08,17
U00078,2026-04-07 08:31:00,session_end,unknown,2026-04-07,8
U00078,2026-04-10 21:22:00,logout,web,2026-04-10,21
U00078,2026-04-06 01:01:00,session_end,web,2026-04-06,1
U00078,2026-04-03 11:22:00,logout,web,2026-04-03,11
U00078,2026-04-13 20:21:00,session_start,web,2026-04-13,20
